"ProductID","ProductName","ProductBrand","Gender","Price","Description","PrimaryColor"
"10184619","COVER STORY Women Pink Solid Sweater","COVER STORY","Women","895","Pink solid sweater, has a round neck, threequarter sleeves, cut out detail at the back, and ribbed hem"," Pink"
"10187459","WROGN Men Black Tapered Fit MidRise Clean Look Stretchable Cropped Jeans","WROGN","Men","1679","Black dark wash 5pocket midrise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"," Red"
"10181599","YWC Men Navy Blue Solid Henley Neck Tshirt","YWC","Men","599","Navy Blue solid Tshirt, has a Henley neck, and short sleeves","Blue"
"10184213","Shoetopia Women Grey Colourblocked Ballerinas","Shoetopia","Women","499","A pair of grey roundtoe flats, has regular styling, slipon detailSynthetic upperCushioned footbedTextured and patterned outsole"," Grey"
"10185145","AURELIA Women Red  Black Printed Straight Kurta","AURELIA","Women","854","Red and black printed straight kurta with sequinned detail, has a round neck, long sleeves, straight hem and side slits"," Red"
"10187531","WROGN Men Navy Blue  White Slim Fit Checked Casual Shirt","WROGN","Men","1319","Navy blue and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10185173","AURELIA Women Navy Blue Indigo Knitted Winter Kurta","AURELIA","Women","649","Colour navy blue andSolidBand collarLong sleeves, regular sleevesButton closuresAline shape with panelled styleCalf length with flared hemKnitted regular acrylic ","Blue"
"10186049","AURELIA Women Navy Blue  White Striped Cropped Palazzos","AURELIA","Women","999","A pair of navy blue and white striped woven cropped palazzos, has partially elasticated waistband","Blue"
"10186053","AURELIA Women Black Shimmer Detail Straight Palazzos","AURELIA","Women","599","A pair of black shimmer detail knitted straight fit palazzos, opaque, slipon closure"," Black"
"10186333","Lavie Brown Solid Shoulder Bag","Lavie","Women","2384","Brown solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve NoTwo Handles with a detachable sling strap"," Brown"
"10181211","20Dresses Women White SelfStriped ALine Dress","20Dresses","Women","1396","White selfstriped woven Aline dress, has a Vneck, short sleeves, button closures, an attached lining, and straight hem, two pockets"," White"
"10186551","Lavie Blue Solid Shoulder Bag","Lavie","Women","1799","Blue solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve NoTwo Handles with a detachable sling strap","Blue"
"10186247","Lavie Red  Beige Colourblocked Shoulder Bag","Lavie","Women","4199","Red and beige colourblocked shoulder bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve NoComes with a detachable handle"," Red"
"10184303","Enamor Blue Wirefree Cami Shaper Multiway Padded Medium Coverage Bralette Bra F092","Enamor","Women","779","Blue self design mediumcoverage Everyday braLightly Padded and NonWired cut and sew cupsRegular straps and back closureBack style RegularFeature All Day ComfortFeaturesClean outer appearance in clingy garmentsCan be worn as halter, racer back, front crisscross or one shoulderWirefree","Blue"
"10187455","WROGN Men Blue Slim Fit MidRise Clean Look Stretchable Jeans","WROGN","Men","1539","Blue dark wash 5pocket midrise jeans, slash knee, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10188393","WROGN Men Black Solid Slim Fit Round Neck Tshirt","WROGN","Men","699","Black solid Tshirt, has a round neck, and short sleeves"," Black"
"10185549","AURELIA Women Blue  White Printed Asymmetric ALine Kurta","AURELIA","Women","519","Blue and White printed Aline kurta, has a round neck, threequarter sleeves, and asymmetric hem","Blue"
"10185587","AURELIA Women Brown  Blue Printed ALine Kurta","AURELIA","Women","594","Brown, blue and golden printed Aline kurta with panelled detail, has a tieup neck, threequarter sleeves, flared hem, and front slit","Blue"
"10187735","WROGN Men Blue  Black Slim Fit Geometric Printed Casual Shirt","WROGN","Men","1999","Grey and Black geometric printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10180909","NBA Men Blue Solid Straight Fit Track Pants","NBA","Men","649","Blue straight fit track pants, has an elasticated waistband with a drawstring fastening, 3 pockets","Blue"
"10185739","KLEIO Women Brown Solid Backpack","KLEIO","Women","979","Brown backpackOne haul loop, two adjustable shoulder strapsOne main magnetic button compartmentsTwo zip pockets on the frontWarranty 3 months against manufacturing defectsWarranty provided by Brand Owner  Manufacturer"," Brown"
"10187339","WROGN Men Black Tapered Fit MidRise Clean Look Stretchable Cropped Jeans","WROGN","Men","2599","Black dark wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"," Red"
"10186637","Lavie Maroon Solid Shoulder Bag","Lavie","Women","1879","Maroon solid shoulder bag, has a zip closure1 main compartment, 2 external and 4 inner pocketsTablet sleeve NoTwo Handles with a detachable sling strap"," Maroon"
"10185165","AURELIA Women Brown Woven Design Straight Kurta","AURELIA","Women","499","Brown woven design straight kurta, has a mandarin collar, threequarter sleeves, straight hem, and side slits, one pocket, button closures"," Brown"
"10184935","Taavi Men Mustard Yellow Kalamkari Block Printed Straight Sustainable Kurta with RollUp Sleeves","Taavi","Men","1299","Special TechniqueCraftKalamkari is a type of handpainted or blockprinted cotton textile, wherein motifs are inspired by the folklore and are handpainted using the tool of kalam directly onto the fabric The process involves washing, rinsing, soaking and bleaching the fabric and applying mordants and dyes using natural substances like indigo blue, madder red, mango bark yellow and palm sugar black Painting on the fabric is done with a kalam, charcoal and myrobalan pasteDesignRegion Andhra Pradesh and Madhya PradeshMustard yellowStraight kurta with Kalamkari handblock printMandarin collarLong sleeves with rollup tabsButton closureCraft Kalamkari Hand block printDisclaimerThis is a handcrafted kurta and is prone to colour bleeding due to the use of natural dyes The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment"," Yellow"
"10182395","Style Quotient Women Olive Green Solid Peplum Top","Style Quotient","Women","589","Olive green solid woven peplum top, has a Vneck, and short puff sleeves, button closures"," Green"
"10185373","AURELIA Women Maroon  Yellow Embroidered Straight Kurta","AURELIA","Women","559","Maroon and yellow embroidered straight kurta, has a shirt collar, threequarter sleeves, curved hem, and side slitsComes with a belt"," Red"
"10188645","WROGN Men Navy Blue Striped Round Neck Tshirt","WROGN","Men","1299","Navy Blue striped Tshirt, has a round neck, long sleeves, and 1 pockets","Blue"
"10179061","Global Desi Red Self Design Sling Bag","Global Desi","Women","1439","Red self design sling bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve No1 nondetachable sling strapWarranty 6 monthsWarranty provided by BrandManufacturer"," Red"
"10186059","AURELIA Women Black Solid Flared Palazzos","AURELIA","Women","1299","A pair of Black solid knitted flared fit Palazzos, has a partially elasticated waistband, opaque, and slipon closure"," Red"
"10178069","Duke Men Navy Blue Slim Fit MidRise Clean Look Jeans","Duke","Men","1592","Navy Blue dark wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10181395","Shoetopia Women Tan Brown Solid Sandals","Shoetopia","Women","649","A pair of tan brown open toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a comfort heel"," Brown"
"10187347","WROGN Men Blue Slim Fit MidRise Clean Look Stretchable Jeans","WROGN","Men","1539","Blue dark wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10185457","AURELIA Women Navy Blue  Pink Printed Straight Kurta","AURELIA","Women","899","Navy Blue and Pink printed straight kurta, has a round neck, threequarter sleeves, straight hem, and side slits","Blue"
"10185483","AURELIA Women Grey  Red Printed Straight Winter Kurta","AURELIA","Women","1499","Grey and red printed straight winter kurta, has a round neck, long sleeves, straight hem, side slits"," Red"
"10185589","AURELIA Women Red  Silver Printed Straight Kurta","AURELIA","Women","599","Red and silver printed straight kurta with sequins detail, has a mandarin collar with button and hook and bar closure, threequarter sleeves, straight hem, and side slits"," Red"
"1018641","Ruosh Casual Men Brown Leather Boots","Ruosh","Men","1046","A pair of brown boots with central laceupsBreathable, flexible and supple genuine leather upperFull cushion insole builtin for enhanced comfortAntiskid TPU sole that adapts to irregular surfaces and provides extra gripExtralight sole which is feather light and flexible for all day comfortHas a unique texture, look and finishItalian designWarranty 3 months against manufacturing defects if footwear is unwornWarranty provided by Brand Owner  Manufacturer"," Brown"
"10182347","Style Quotient Women Navy Blue  Beige Printed Top","Style Quotient","Women","593","Navy blue and beige printed woven regular top, has a round neck, threequarter sleeves, and button closure","Blue"
"10179335","Alina decor PeachColoured Set of 2 Self Design Rectangle Cushion Covers","Alina decor","Unisex","527","Set content 2 Cushion Covers Colour PeachColoured Shape Rectangle Pattern Self Design Closure Zip"," Red"
"10182251","Blisscovered GoldToned  Black Circular Tasselled Pendant With Chain","Blisscovered","Women","349","GoldToned  black circular tasselled pendant with chain, has artificial stone, secured with a lobster closure"," Red"
"10188475","WROGN Men Charcoal Grey Printed Slim Fit Round Neck Tshirt","WROGN","Men","699","Charcoal grey printed Tshirt, has a round neck, and short sleeves"," Grey"
"10187311","WROGN Men Blue Tapered Fit MidRise Clean Look Stretchable Jeans","WROGN","Men","1559","Blue medium wash 5pocket midrise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops","Blue"
"10185223","AURELIA Women Pink  Mauve Printed Layered Kurta","AURELIA","Women","759","Pink and mauve printed layered kurta, has a round neck, threequarter sleeves, and flared hem"," Red"
"10178975","Global Desi Navy Blue Textured Shoulder Bag","Global Desi","Women","1559","Navy Blue textured shoulder bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve NoTwo Handles","Blue"
"10184313","Just Wow Black Women Casual Jumpsuit","Just Wow","Women","1299","Black solid basic jumpsuit, has a Vneck, short sleeves"," Black"
"10176847","Ecko Unltd Men Rust Orange  Navy Blue Slim Fit Checked Casual Shirt","Ecko Unltd","Men","699","Rust orange and navy blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, 1 patch pocket","Blue"
"10182259","Kraft Cellar Women Black Solid Open Toe Flats","Kraft Cellar","Women","799","A pair of black, green, and yellow opentoed flats, has regular styling, backstrap detailSynthetic patent upperCushioned footbedTextured and patterned outsole"," Black"
"10186219","Lavie Women Green  SilverToned Colorblocked Zip Around Wallet","Lavie","Women","2399","Green  silvertoned colorblocked zip around wallet, has a zip1 main compartment11 card holders, 4 slip pockets"," Green"
"10185567","AURELIA Women Burgundy  Navy Printed Cropped Regular Trousers","AURELIA","Women","399","Burgundy and navy printed midrise cropped trousers, slipon closure, 2 pockets"," Burgundy"
"10188411","WROGN Men Maroon Printed Slim Fit Round Neck Tshirt","WROGN","Men","659","Maroon printed Tshirt, has a round neck, and long sleeves"," Maroon"
"10185559","AURELIA Women Aubergine  Pink Knitted Printed Layered Winter Kurta","AURELIA","Women","879","Aurbergine and Pink knitted printed layered straight winter kurta with gotta patti detail, has a round neck, long sleeves, straight hem, and side slits"," Red"
"10177947","Aarika Girls Red  Black Colourblocked Fit and Flare Dress","Aarika","Girls","397","Red and Black colourblocked knitted fit and flare dress, has a Vneck, sleeveless, concealed zip closure, gathered and pleated details, and flared hem"," Red"
"10180901","NBA Men Black  Grey Colourblocked Round Neck Chicago Bulls Tshirt","NBA","Men","649","Black and grey colourblocked Tshirt, has a round neck, and long sleeves"," Black"
"10179837","Kraft Cellar Women Orange Solid Synthetic Suede Open Toe Flats","Kraft Cellar","Women","799","A pair of orange opentoed flats, has regular styling, backstrap detailSynthetic Suede upperCushioned footbedTextured and patterned outsole"," Orange"
"10177987","HERENOW Women Navy Blue Solid Jacket","HERENOW","Women","1349","Navy Blue solid jacket, has a lapel collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester","Blue"
"10178019","HERENOW Women Orange Ribbed Front Open Sweater","HERENOW","Women","899","Orange ribbed sweater, has an open front, long sleeves, and asymmetric hem"," Orange"
"10186797","AURELIA Women Blue Printed Kurta with Palazzos  Dupatta","AURELIA","Women","3299","Blue printed kurta with palazzos and dupattaBlue and silver printed straight calf length kurta, has a round neck, threequarter sleeves, side slitsBlue printed palazzos, has partially elasticated waistbandBlue solid dupatta, has taping border","Blue"
"10186161","Lavie Brown Textured Handheld Bag","Lavie","Women","1259","Brown textured handheld bag, has a zip closure1 main compartment, 1 external and 2 inner pocketsTablet sleeve NoTwo Handles with a detachable sling strap"," Red"
"10187593","WROGN Men Navy Blue  Red Slim Fit Checked Casual Shirt","WROGN","Men","1999","Navy Blue and Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10182185","SOLES Women Blue Embellished TStrap Flats","SOLES","Women","986","A pair of blue opentoed flats, has regular styling, slipon detail, embellished detailingSynthetic upperCushioned footbedTextured and patterned outsole","Blue"
"10188467","WROGN Men Cream  Navy Blue Striped Slim Fit Henley Neck Tshirt","WROGN","Men","599","Cream  navy blue striped Tshirt, has a Henley neck, short sleeves","Blue"
"10186803","AURELIA Women Teal Blue  Golden Printed Top with Palazzos","AURELIA","Women","1599","This clothing set consists of top, culottes and jacketTeal blue and golden printed top, has a round neck, sleeveless, concealed zip closureTeal blue solid culottes, has a slipon closureComes with a teal blue and golden printed ethnic jacket with embellished detail, button closure","Blue"
"10182267","MBOSS Unisex Black Solid Laptop Bag","MBOSS","Unisex","1140","Black solid laptop bagTwo Handles1 main compartment, has padded laptop sleeve1 external pocketTablet Sleeve NoWarranty 1 yearWarranty provided by brandmanufacturer"," Black"
"10176857","Ecko Unltd Men Olive Green Slim Fit Printed Casual Shirt","Ecko Unltd","Men","699","Olive green printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 2 flap pockets"," Green"
"10187881","WROGN Men Mustard Yellow Slim Fit Solid Hooded Sweatshirt","WROGN","Men","1999","Mustard yellow solid sweatshirt, has a hood, one pocket, has applique detailing, long sleeves, straight hem"," Yellow"
"10182339","Style Quotient Women PeachColoured  Black Polka Dot Top","Style Quotient","Women","591","Peachcoloured and black printed woven regular top, has a layered boat neck, and threequarter sleeves with tieup detail"," Red"
"10177961","HERENOW Women Beige  Black Reversible Solid Jacket","HERENOW","Women","4999","Beige and Black solid jacket, has a hooded, 4 pockets, zip closure, long sleeves, straight hemBeige solid jacket, has a hooded, 4 pockets, zip closure, long sleeves, straight hem, and polyesterOffwhite and Black animal print jacket, has a hooded, 4 pockets, zip closure, long sleeves, straight hem, and polyesterThe jacket comes with a detachable hood"," Black"
"10180645","Jack  Jones Men Maroon Solid Denim Jacket","Jack  Jones","Men","3499","Maroon solid denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem"," Maroon"
"10178017","HERENOW Women Mustard Yellow Solid Puffer Jacket","HERENOW","Women","1439","Mustard yellow solid jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"," Yellow"
"10181823","Puma Unisex Black Brand Logo Backpack","Puma","Unisex","809","Black backpackNonPadded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap PaddedWaterresistance NoWarranty 1 yearWarranty provided by brandmanufacturer"," Black"
"10185917","AURELIA Women Red Ribbed FrontOpen Sweater","AURELIA","Women","679","Red solid openfront sweater, has a spread collar, sleeveless, and ribbed hem"," Red"
"10184189","Harvard Men Brown Solid Thong FlipFlops","Harvard","Men","999","A pair of brown solid flip flopsSynthetic upper materialCushioned footbedPatterned rubber outsoleWarranty 15 daysWarranty provided by brandmanufacturer"," Brown"
"10185205","AURELIA Women OffWhite  Red Printed Straight Kurta","AURELIA","Women","399","OffWhite, red and blue printed straight kurta, has a mandarin collar, threequarter sleeves, straight hem, and side slits, hook closures"," Red"
"10187761","WROGN Men Navy Blue Solid Sweater","WROGN","Men","1299","Navy Blue solid sweater, has a round neck, long sleeves, and ribbed hem","Blue"
"10181391","Shoetopia Women GoldToned Solid Heels","Shoetopia","Women","599","A pair of goldtoned open toe sandals, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"," Gold"
"10185673","HERENOW Men Coral Pink  White Striped Hooded Sweatshirt","HERENOW","Men","1999","Coral pink and white striped sweatshirt has a hood, long sleeves and straight hem"," White"
"10185349","AURELIA Women Black  Silver WovenDesign Shawl","AURELIA","Women","879","Black and silver wovendesign shawl, has tassel border"," Black"
"10185593","AURELIA Women PeachColoured  Navy Blue Printed Straight Winter Kurta","AURELIA","Women","919","PeachColoured and Navy Blue printed straight winter kurta, has a round neck, threequarter sleeves, straight hem, and side slits","Blue"
"10180753","Jack  Jones Men Black Slim Fit Printed Casual Shirt","Jack  Jones","Men","1119","Black printed casual shirt with a tinge of green, has a spread collar, short sleeves, button placket, and curved hem"," Black"
"10184263","GIORDANO Red Solid Shoulder Bag","GIORDANO","Women","1864","Red solid shoulder bag, has a zip closure1 main compartment, 3 inner pocketsTablet sleeve NoTwo HandlesWarranty 1 yearWarranty provided by brandmanufacturer"," Red"
"10185217","AURELIA Women Blue Embroidered ALine Kurta","AURELIA","Women","999","Blue embroidered Aline kurta with schiffli embroidery detail, has a keyhole neck, threequarter sleeves, and scalloped hem","Blue"
"10185805","URBANE Women Blue  Black Woven Design Pumps","URBANE","Women","1919","A pair of blue  black peep toe pumps, has regular styling, closed back detailMesh upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty 3 monthsWarranty provided by brandmanufacturer","Blue"
"10185299","AURELIA Women Black  Golden Striped Straight Kurta","AURELIA","Women","519","Black and Golden striped straight kurta with sequins and threadwork detail, has a mandarin collar, threequarter sleeves, straight hem, and side slits"," Black"
"10184185","Harvard Men Grey Solid Thong FlipFlops","Harvard","Men","999","A pair of grey solid flip flopsSynthetic upper materialCushioned footbedPatterned rubber outsoleWarranty 15 daysWarranty provided by brandmanufacturer"," Grey"
"10185085","AURELIA Women OffWhite  Beige Printed Straight Kurta","AURELIA","Women","519","OffWhite and beige printed straight kurta, has a round neck, threequarter sleeves, straight hem, and side slits"," White"
"10181047","justpeachy Red  SilverToned Teardrop Shaped Drop Earrings","justpeachy","Women","559","Red and Silvertoned Teardrop Shaped Earrings and has artificial stones Secured with a post and back"," Red"
"10187413","WROGN Men Blue Slim Fit MidRise Clean Look Stretchable Jeans","WROGN","Men","1999","Blue dark wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10178351","CHUTPUT Kids Blue  Pink Solid Sweater with Beanie","CHUTPUT","Unisex Kids","1125","Blue and Pink solid sweater with applique detail, has a round neck, long sleeves, and ribbed hemComes with a beanie","Blue"
"10180569","Jack  Jones Grey  White Woven Design Waistcoat","Jack  Jones","Men","1399","Grey and White woven design waistcoat, has a Vneck, button placket, sleeveless, two welt pockets"," White"
"10185149","AURELIA Women Maroon  Silver WovenDesign Shawl","AURELIA","Women","879","Maroon and silver wovendesign shawl, has tassel border"," Maroon"
"10188473","WROGN Men Blue Printed Slim Fit Round Neck Tshirt","WROGN","Men","699","Blue printed Tshirt, has a round neck, and short sleeves","Blue"
"10182285","Saral Home Blue Striped Microfibre Runner","Saral Home","Unisex","839","Set content One runner Colour Grey Fabric Polyester Shape Rectangular Pattern StripedFeature Antiskid","Blue"
"10185295","AURELIA Women Teal Blue  Orange Printed ALine Kurta","AURELIA","Women","999","Teal Blue, Orange and golden printed Aline kurta with sequinned detail, has a round neck, threequarter sleeves, and flared hem","Blue"
"10185435","AURELIA Women Charcoal Grey  Golden Yoke Design Straight Kurta","AURELIA","Women","519","Charcoal grey and golden yoke design straight kurta, has a round neck, threequarter sleeves, straight hem, and side slits"," Grey"
"10185183","AURELIA Women Navy Blue  Golden Printed Straight Kurta","AURELIA","Women","454","Navy blue and golden printed straight kurta with embellished detailing, has a mandarin collar with split vneck, threequarter sleeves, straight hem, and side slits","Blue"
"10180407","Studio Voylla SilverPlated Handcrafted Cuff Bracelet","Studio Voylla","Women","314","SilverToned cuff braceletMaterial BrassClosure SlipOn"," Silver"
"10185321","AURELIA Women Mustard Yellow Solid Knitted Winter Straight Kurta","AURELIA","Women","649","Mustard yellow solid knitted winter straight kurta, has a mandarin collar, long sleeves, straight hem, button closure, one pocket and side slits"," Yellow"
"10187399","WROGN Men Black Slim Fit MidRise Clean Look Stretchable Jeans","WROGN","Men","1319","Black dark wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"," Black"
"10180541","Kryptic Men Maroon  Navy Printed Polo Tshirt","Kryptic","Men","549","Maroon and navy blue printed Tshirt, has a polo collar, and short sleeves"," Maroon"
"10176893","American Crew Men Blue Slim Fit MidRise Low Distress Stretchable Jeans","American Crew","Men","859","Blue dark wash 5pocket midrise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops","Blue"
"10187773","WROGN Men Charcoal Grey Slim Fit Solid Pullover Sweater","WROGN","Men","1299","Charcoal grey solid pullover sweater, has a round neck, long sleeves, and ribbed hem"," Grey"
"10186799","AURELIA Women Pink  OffWhite Printed Layered Kurta with Palazzos  Dupatta","AURELIA","Women","1999","Pink and offwhite printed kurta with palazzos Pink and offwhite anarkali calf length kurta, has a round neck, threequarter sleeves, flared hem Pink and offwhite solid palazzos, slipon closure"," Red"
"10178561","Soie OffWhite Solid NonWired Non Padded Minimizer Bra CB333IVORY","Soie","Women","890","OffWhite solid fullcoverage Minimizer bra Non Padded and NonWired seamless cups Regular straps and back closure Back style Regular Feature All Day Comfort"," Red"
"10178569","Soie Maroon Solid NonWired Non Padded Everyday Bra CB329","Soie","Women","690","Maroon solid fullcoverage Everyday bra Non Padded and NonWired seamless cups Regular straps and back closure Back style Regular Feature All Day Comfort"," Red"
"10181091","Kraft Cellar Women Brown  White Printed Heels","Kraft Cellar","Women","749","A pair of brown  white open toe heels, has midtop styling, open back detailSuede upperCushioned footbedTextured and patterned outsole, has a block heel"," White"
"10185125","AURELIA Women Yellow  Navy Blue Printed Layered Straight Winter Kurta","AURELIA","Women","799","Yellow and navy blue printed straight layered winter kurta, has a round neck, long sleeves, straight hem, side slits","Blue"
"10180915","NBA Men Maroon Solid Straight Fit Track Pants","NBA","Men","649","Maroon straight fit track pants, has an elasticated waistband with a drawstring fastening, 3 pockets"," Maroon"
"10186055","AURELIA Women Charcoal Grey  Silver Printed Palazzos","AURELIA","Women","1199","A pair of charcoal grey and silver printed woven palazzos, has partially elasticated waistband"," Grey"
"10188227","WROGN Men White  Grey Melange Colourblocked Round Neck Tshirt","WROGN","Men","719","White and Grey Melange colourblocked Tshirt, has a round neck, and long sleeves"," White"
"10176915","Forca by Lifestyle Men Black Solid Slim Fit Casual Shirt","Forca by Lifestyle","Men","649","Black solid casual shirt, has a mandarin collar, long sleeves, button placket, and curved hem"," Black"
"10182291","Saral Home Green Striped Runner","Saral Home","Unisex","839","Set content One runnerColour GreenFabric PolyesterShape RectangularPattern Striped"," Green"
"10178059","Reebok Classic Women Black Solid CL V P Tights","Reebok Classic","Women","1679","Product design detailsBlack solid tights with printed detailhas an elasticated waistband with slipon closureWarranty 3 months against manufacturing defectWarranty provided by brand ownermanufacturerAbout Reebok Classic CL V P TightsRetro race car and motocross rallies inspire the style of these womens leggings Geometric angles create a 90s and 2000s throwback vibe The pants are made of a slightly shiny interlock fabric that feels stretchy, sleek and smooth"," Black"
"10181471","Aujjessa Women Red Floral Printed Straight Kurta","Aujjessa","Women","1299","Red printed straight kurta, has a round neck, threequarter sleeves, straight hem, and side slits"," Red"
"10185119","AURELIA Women Olive Green Solid Straight Kurta","AURELIA","Women","549","Olive Green solid straight kurta with slub effect, has a mandarin collar, threequarter sleeves, straight hem, and side slits, button closures"," Green"
"10182223","Blisscovered GoldToned  Navy Blue Artistic Shaped Tasselled Pendant With Chain","Blisscovered","Women","239","Goldtoned  navy blue artistic shaped tasselled pendant with chain, has artificial stones, secured with a lobster closure","Blue"
"10185065","AURELIA Women Sea Green Regular Fit Solid Regular Trousers","AURELIA","Women","319","Sea Green solid midrise trousers, has an elasticated waistband with slipon closure and one pocket"," Green"
"10184275","FEVER Men Blue Solid Slim Fit Denim Shorts","FEVER","Men","1349","Blue solid midrise denim shorts, has 5 pockets, and button closure","Blue"
"10187229","WROGN Men Navy Blue Solid Jacket","WROGN","Men","4599","Navy Blue solid jacket, has a mandarin collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester","Blue"
"10187971","WROGN Men Navy Blue Solid Sweatshirt","WROGN","Men","1999","Navy Blue solid sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem","Blue"
"10186937","Lavie Navy Blue Solid Handheld Bag","Lavie","Women","1979","Navy Blue solid handheld bag, has a zip closure1 main compartment, 5 inner pocketsTablet sleeve NoTwo Handles with a detachable sling strap","Blue"
"10187483","WROGN Men Blue Slim Fit MidRise Clean Look Stretchable Jeans","WROGN","Men","1999","Blue medium wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10185863","tbase Girls Red Printed Lightweight Puffer Jacket","tbase","Girls","1299","Red printed puffer jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"," Red"
"10185109","AURELIA Women Beige Solid Crop Top","AURELIA","Women","599","Beige solid woven regular crop top with sequinned detailing, has a round neck, and threequarter sleeves with slit sleeves and nonfunctional button detailing and zip closure"," Beige"
"10186461","Lavie Black Self Design Hobo Bag","Lavie","Women","3999","Black Self Design hobo bag, has a zip closure1 main compartment, 2 external and 3 inner pocketsTablet sleeve NoOne Handle with nondetachable sling strap"," Black"
"10185021","AURELIA Women Yellow  Navy Blue Yoke Design Straight Kurta","AURELIA","Women","549","Yellow and Navy Blue yoke design straight kurta, has a mandarin collar, threequarter sleeves, straight hem, side slits","Blue"
"10185015","AURELIA Women Maroon Solid Knitted Winter Straight Kurta","AURELIA","Women","909","Maroon solid knitted winter straight kurta, has a mandarin collar, long sleeves, straight hem, button closure, one pocket and side slits"," Maroon"
"10178913","GERUA Women Blue  Pink Printed Kurta with Palazzos","GERUA","Women","1079","Blue, pink and green printed kurta with palazzosBlue, pink and green printed straight calf length kurta, has a keyhole neck, threequarter sleeves, straight hem, side slits, hook and eye closureBlue, pink and green printed palazzos, has partially elasticated waistband, slipon closure, two pockets","Blue"
"10187753","WROGN Men Khaki Solid Slim Fit Cargo Shorts","WROGN","Men","1999","Khaki solid midrise cargo shorts, has 6 pockets, and button closure"," Khaki"
"10181873","Puma Unisex Red Brand Logo Backpack","Puma","Unisex","1299","Red backpackNonPadded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap PaddedWaterresistance NoWarranty 3 monthsWarranty provided by brandmanufacturer"," Red"
"10181771","Puma Unisex Navy Blue Solid Buzz Backpack","Puma","Unisex","2299","Navy Blue backpackNonPadded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap PaddedWaterresistance NoLaptop Size 16 up to inchWarranty 3 monthsWarranty provided by brandmanufacturer","Blue"
"10181885","Puma Unisex Grey Brand Logo Backpack","Puma","Unisex","919","Grey backpackNonPadded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap PaddedWaterresistance NoWarranty 1 yearWarranty provided by brandmanufacturer"," Grey"
"10179083","Global Desi Orange Solid Shoulder Bag","Global Desi","Women","1719","Orange solid shoulder bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsTablet sleeve NoTwo Handles with a detachable sling strap"," Orange"
"10185691","HERENOW Men Navy Blue  Maroon Colourblocked Sweatshirt","HERENOW","Men","719","Navy Blue and Maroon colourblocked sweatshirt, has long sleeves, curved hem","Blue"
"10187749","WROGN Men Navy Blue Solid Slim Fit Cargo Shorts","WROGN","Men","1999","Navy Blue solid midrise cargo shorts, has 6 pockets, and button closure","Blue"
"10188353","WROGN Men Navy Blue Colourblocked Polo Collar Tshirt","WROGN","Men","974","Navy Blue and Offwhite colourblocked Tshirt, has a polo collar, and short sleeves","Blue"
"10185263","AURELIA Women CreamColoured  Sea Green Printed Straight Kurta","AURELIA","Women","519","CreamColoured, Sea Green and red printed straight kurta, has a mandarin collar, button closure, threequarter sleeves, highlow curved hem, and side slits"," Green"
